"","Observation","Cooker","TestDate","M","Cv","Wind","H1","I1","Ta1","T1","H2","I2","Ta2","T2","Tdevice","Mdevice","TaWindDevice","Pyranometer","Pot","NB","WL","PlasticBag","Reflect","MeasureOpeningmm","BagClosed","Angle","Bricks","Operator","time_diff_sec","time_diff_minutes","exp_window","T_diff","I_avg","P_i","P_s","valid_wind","valid_ambient","valid_insolation","valid_water_temp","T_avg","Ta_avg","Td","H1_dec","H2_dec","day_of_year","d_rad","E","solar_time_correction_minutes","solar_time_H1","solar_time_H2","solar_time","valid_solar_time","delta","delta_rad","h_angle","h_angle_rad","phi","solar_zenith_rad","solar_zenith_deg","solar_azimuth_rad","solar_azimuth_deg"
"41",41,"Brother",2022-07-12,0.528,4186,0,2025-04-13 12:20:00,914,27.3,47.4,2025-04-13 12:30:00,802,28,64.7,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,17.3,858,63.727664,51.9922666666667,TRUE,TRUE,FALSE,TRUE,56.05,27.65,28.4,12.3333333333333,12.5,193,3.30512761363967,-5.65126055431591,34.8447394456841,12.9140789907614,13.0807456574281,12.9974123240947,TRUE,22.0949273788723,0.385629230750363,23.6723697228421,0.413160793413011,0.895371359565611,0.602141038108862,34.5001401552639,0.716575136092123,41.0567310020912
"42",42,"Brother",2022-07-12,0.528,4186,0,2025-04-13 12:30:00,802,28,64.7,2025-04-13 12:40:00,782,28.3,65.2,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,0.5,792,1.84184,1.62788888888889,TRUE,TRUE,TRUE,TRUE,64.95,28.15,36.8,12.5,12.6666666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,13.0807456574281,13.2474123240947,13.1640789907614,TRUE,22.0949273788723,0.385629230750363,26.172369722842,0.456794024712869,0.895371359565611,0.620695685976127,35.5632431684095,0.779162029232852,44.6426958318913
"43",43,"Brother",2022-07-12,0.528,4186,0,2025-04-13 12:40:00,782,28.3,65.2,2025-04-13 12:50:00,843,28.1,71.8,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,6.59999999999999,812.5,24.312288,20.9459712,TRUE,TRUE,TRUE,TRUE,68.5,28.2,40.3,12.6666666666667,12.8333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,13.2474123240947,13.4140789907614,13.3307456574281,TRUE,22.0949273788723,0.385629230750363,28.672369722842,0.500427256012728,0.895371359565611,0.640438871449368,36.6944443701703,0.839010853181284,48.0717808529579
"44",44,"Brother",2022-07-12,0.528,4186,0,2025-04-13 12:50:00,843,28.1,71.8,2025-04-13 13:00:00,620,29.5,75.1,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,3.3,731.5,12.156144,11.6326736842105,TRUE,TRUE,FALSE,TRUE,73.45,28.8,44.65,12.8333333333333,13,193,3.30512761363967,-5.65126055431591,34.8447394456841,13.4140789907614,13.5807456574281,13.4974123240947,TRUE,22.0949273788723,0.385629230750363,31.1723697228421,0.544060487312586,0.895371359565611,0.661249375405296,37.8867984163852,0.896231845047626,51.3503021864518
"45",45,"Brother",2022-07-12,0.528,4186,0,2025-04-13 13:00:00,620,29.5,75.1,2025-04-13 13:10:00,649,29.5,71.7,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,-3.39999999999999,634.5,-12.524512,-13.8174285263987,TRUE,TRUE,TRUE,TRUE,73.4,29.5,43.9,13,13.1666666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,13.5807456574281,13.7474123240947,13.6640789907614,TRUE,22.0949273788723,0.385629230750363,33.672369722842,0.587693718612444,0.895371359565611,0.683013882263217,39.1338128025277,0.95095948830665,54.4859651678914
"46",46,"Brother",2022-07-12,0.528,4186,0,2025-04-13 13:10:00,649,29.5,71.7,2025-04-13 13:20:00,782,39.2,75.8,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,4.09999999999999,715.5,15.103088,14.7759071977638,TRUE,FALSE,FALSE,TRUE,73.75,34.35,39.4,13.1666666666667,13.3333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,13.7474123240947,13.9140789907614,13.8307456574281,TRUE,22.0949273788723,0.385629230750363,36.172369722842,0.631326949912302,0.895371359565611,0.705627401503611,40.4294720149401,1.00334341534194,57.487343101335
"47",47,"Brother",2022-07-12,0.528,4186,0,2025-04-13 13:20:00,782,30.9,75.8,2025-04-13 13:30:00,777,30.9,83.4,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,7.60000000000001,779.5,27.995968,25.1407025016036,TRUE,FALSE,TRUE,TRUE,79.6,30.9,48.7,13.3333333333333,13.5,193,3.30512761363967,-5.65126055431591,34.8447394456841,13.9140789907614,14.0807456574281,13.9974123240947,TRUE,22.0949273788723,0.385629230750363,38.672369722842,0.674960181212161,0.895371359565611,0.728993284363026,41.7682384873817,1.05354117931739,60.3634631181219
"48",48,"Brother",2022-07-12,0.528,4186,0,2025-04-13 13:30:00,777,30.9,83.4,2025-04-13 13:40:00,901,31.1,84.6,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,1.19999999999999,839,4.42041599999996,3.68807056019067,TRUE,FALSE,FALSE,TRUE,84,31,53,13.5,13.6666666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,14.0807456574281,14.2474123240947,14.1640789907614,FALSE,22.0949273788723,0.385629230750363,41.172369722842,0.718593412512018,0.895371359565611,0.753022956960868,43.1450373103191,1.10171274195961,63.1234903500712
"49",49,"Brother",2022-07-12,0.528,4186,0,2025-04-13 13:40:00,901,31.1,84.6,2025-04-13 13:50:00,806,30.8,85.8,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,1.2,853.5,4.42041600000001,3.62541441124781,TRUE,FALSE,TRUE,TRUE,85.2,30.95,54.25,13.6666666666667,13.8333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,14.2474123240947,14.4140789907614,14.3307456574281,FALSE,22.0949273788723,0.385629230750363,43.672369722842,0.762226643811877,0.895371359565611,0.777635468544283,44.5552303472657,1.1480164391949,65.7764967775048
"50",50,"Brother",2022-07-12,0.528,4186,0.8,2025-04-13 13:50:00,806,30.8,85.8,2025-04-13 14:00:00,885,32.1,88.4,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,6,2.60000000000001,845.5,9.57756800000003,7.9293880544057,TRUE,FALSE,TRUE,TRUE,87.1,31.45,55.65,13.8333333333333,14,193,3.30512761363967,-5.65126055431591,34.8447394456841,14.4140789907614,14.5807456574281,14.4974123240947,FALSE,22.0949273788723,0.385629230750363,46.172369722842,0.805859875111735,0.895371359565611,0.802756930942634,45.9945841178878,1.19260616101276,68.3312996473305
"51",51,"Brother",2022-07-12,0.528,4186,0,2025-04-13 14:00:00,885,32.1,45.1,2025-04-13 14:10:00,815,33.3,63.3,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,7,18.2,850,67.042976,55.2118625882353,TRUE,FALSE,TRUE,TRUE,54.2,32.7,21.5,14,14.1666666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,14.5807456574281,14.7474123240947,14.6640789907614,FALSE,22.0949273788723,0.385629230750363,48.672369722842,0.849493106411593,0.895371359565611,0.828319905198506,47.4592346545509,1.23562949220925,70.7963549454833
"52",52,"Brother",2022-07-12,0.528,4186,0,2025-04-13 14:10:00,815,33.3,63.3,2025-04-13 14:20:00,526,33.1,57,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,7,-6.3,670.5,-23.207184,-24.2282308724832,TRUE,FALSE,FALSE,TRUE,60.15,33.2,26.95,14.1666666666667,14.3333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,14.7474123240947,14.9140789907614,14.8307456574281,FALSE,22.0949273788723,0.385629230750363,51.172369722842,0.893126337711452,0.895371359565611,0.854262774701548,48.9456515855338,1.27722658955432,73.1796930633506
"53",53,"Brother",2022-07-12,0.528,4186,0.8,2025-04-13 14:20:00,526,33.1,57,2025-04-13 14:30:00,837,32.7,69.4,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,7,12.4,681.5,45.677632,46.9175970652972,TRUE,FALSE,FALSE,TRUE,63.2,32.9,30.3,14.3333333333333,14.5,193,3.30512761363967,-5.65126055431591,34.8447394456841,14.9140789907614,15.0807456574281,14.9974123240947,FALSE,22.0949273788723,0.385629230750363,53.672369722842,0.93675956901131,0.895371359565611,0.880529131109217,50.4506029508796,1.31752960695962,75.4888858623165
"54",54,"Brother",2022-07-12,0.528,4186,0,2025-04-13 14:30:00,837,32.7,69.4,2025-04-13 14:40:00,614,33.3,72.3,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,7,2.89999999999999,725.5,10.682672,10.3071955892488,TRUE,FALSE,FALSE,TRUE,70.85,33,37.85,14.5,14.6666666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,15.0807456574281,15.2474123240947,15.1640789907614,FALSE,22.0949273788723,0.385629230750363,56.172369722842,0.980392800311168,0.895371359565611,0.907067189541607,51.9711216955272,1.35666251653103,77.7310364208251
"55",55,"Brother",2022-07-12,0.528,4186,0.7,2025-04-13 14:40:00,614,33.3,72.3,2025-04-13 14:50:00,711,33.9,72.9,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,7,0.600000000000009,662.5,2.21020800000003,2.33531411320758,TRUE,FALSE,TRUE,TRUE,72.6,33.6,39,14.6666666666667,14.8333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,15.2474123240947,15.4140789907614,15.3307456574281,FALSE,22.0949273788723,0.385629230750363,58.672369722842,1.02402603161103,0.895371359565611,0.933829242443964,53.5044743779381,1.39474120635907,79.9127846373599
"56",56,"Brother",2022-07-12,0.528,4186,0,2025-04-13 14:50:00,711,33.9,72.9,2025-04-13 15:00:00,696,34.1,76.6,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,7,3.69999999999999,703.5,13.629616,13.5618069651741,TRUE,FALSE,TRUE,TRUE,74.75,34,40.75,14.8333333333333,15,193,3.30512761363967,-5.65126055431591,34.8447394456841,15.4140789907614,15.5807456574281,15.4974123240947,FALSE,22.0949273788723,0.385629230750363,61.1723697228421,1.06765926291088,0.895371359565611,0.960771156551774,55.0481323483196,1.43187376401447,82.0403234735402
"57",57,"Brother",2022-07-12,0.528,4186,0,2025-04-13 15:27:00,701,33.2,66.8,2025-04-13 15:37:00,816,33.5,74,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,8,7.2,758.5,26.522496,24.4769244561635,TRUE,FALSE,FALSE,TRUE,70.4,33.35,37.05,15.45,15.6166666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,16.0307456574281,16.1974123240947,16.1140789907614,FALSE,22.0949273788723,0.385629230750363,70.422369722842,1.22910221872036,0.895371359565611,1.06137119854336,60.8120901732764,1.56262564614098,89.5318544827812
"58",58,"Brother",2022-07-12,0.528,4186,0.8,2025-04-13 15:37:00,816,33.5,74,2025-04-13 15:47:00,620,35.2,74.5,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,8,0.5,718,1.84184,1.79566573816156,TRUE,FALSE,FALSE,TRUE,74.25,34.35,39.9,15.6166666666667,15.7833333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,16.1974123240947,16.3640789907614,16.2807456574281,FALSE,22.0949273788723,0.385629230750363,72.9223697228421,1.27273545002022,0.895371359565611,1.08864958926401,62.3750268334785,1.59655121057366,91.4756461423731
"59",59,"Brother",2022-07-12,0.528,4186,0,2025-04-13 15:47:00,620,35.2,74.5,2025-04-13 15:57:00,591,35.4,76.8,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,8,2.3,605.5,8.47246399999999,9.79475606936415,TRUE,FALSE,TRUE,TRUE,75.65,35.3,40.35,15.7833333333333,15.95,193,3.30512761363967,-5.65126055431591,34.8447394456841,16.3640789907614,16.5307456574281,16.4474123240947,FALSE,22.0949273788723,0.385629230750363,75.422369722842,1.31636868132008,0.895371359565611,1.11590441774762,63.9366134769419,1.63002002150788,93.3932677542251
"60",60,"Brother",2022-07-12,0.528,4186,0,2025-04-13 15:57:00,591,35.4,76.8,2025-04-13 16:07:00,656,33,79.2,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,8,2.40000000000001,623.5,8.84083200000002,9.92555316760227,TRUE,FALSE,TRUE,TRUE,78,34.2,43.8,15.95,16.1166666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,16.5307456574281,16.6974123240947,16.6140789907614,FALSE,22.0949273788723,0.385629230750363,77.922369722842,1.36000191261993,0.895371359565611,1.14310561920794,65.4951275183033,1.6630999164357,95.2886061203255
"61",61,"Brother",2022-07-12,0.528,4186,0,2025-04-13 16:10:00,640,36,40.2,2025-04-13 16:20:00,561,35.8,54.6,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,9,14.4,600.5,53.044992,61.8342954204829,TRUE,FALSE,TRUE,FALSE,47.4,35.9,11.5,16.1666666666667,16.3333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,16.7474123240947,16.9140789907614,16.8307456574281,FALSE,22.0949273788723,0.385629230750363,81.172369722842,1.41672511330975,0.895371359565611,1.17833933645656,67.5138708132067,1.70562651133168,97.7252005249276
"62",62,"Brother",2022-07-12,0.528,4186,0.1,2025-04-13 16:20:00,561,35.8,54.6,2025-04-13 16:30:00,485,35,57.7,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,9,3.1,523,11.419408,15.2841024856597,TRUE,FALSE,TRUE,TRUE,56.15,35.4,20.75,16.3333333333333,16.5,193,3.30512761363967,-5.65126055431591,34.8447394456841,16.9140789907614,17.0807456574281,16.9974123240947,FALSE,22.0949273788723,0.385629230750363,83.672369722842,1.46035834460961,0.895371359565611,1.20530825317785,69.0590759193765,1.7380471361663,99.5827654971283
"63",63,"Brother",2022-07-12,0.528,4186,0,2025-04-13 16:30:00,485,35,57.7,2025-04-13 16:40:00,405,33.8,57.2,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,9,-0.5,445,-1.84184,-2.89727640449438,TRUE,FALSE,FALSE,TRUE,57.45,34.4,23.05,16.5,16.6666666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,17.0807456574281,17.2474123240947,17.1640789907614,FALSE,22.0949273788723,0.385629230750363,86.1723697228421,1.50399157590947,0.895371359565611,1.23213044499738,70.5958743079259,1.77027490508157,101.429280639097
"64",64,"Brother",2022-07-12,0.528,4186,0,2025-04-13 16:40:00,405,33.8,57.2,2025-04-13 16:50:00,361,33.5,56.5,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,9,-0.700000000000003,383,-2.57857600000001,-4.71280208877287,TRUE,FALSE,FALSE,TRUE,56.85,33.65,23.2,16.6666666666667,16.8333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,17.2474123240947,17.4140789907614,17.3307456574281,FALSE,22.0949273788723,0.385629230750363,88.672369722842,1.54762480720933,0.895371359565611,1.25877886440733,72.1227162708103,1.80236212670526,103.267743014435
"65",65,"Brother",2022-07-12,0.528,4186,0,2025-04-13 16:50:00,361,33.5,56.5,2025-04-13 17:00:00,360,34.9,55.6,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,9,-0.899999999999999,360.5,-3.315312,-6.4374990291262,TRUE,FALSE,FALSE,TRUE,56.05,34.2,21.85,16.8333333333333,17,193,3.30512761363967,-5.65126055431591,34.8447394456841,17.4140789907614,17.5807456574281,17.4974123240947,FALSE,22.0949273788723,0.385629230750363,91.172369722842,1.59125803850918,0.895371359565611,1.28522673283085,73.6380675085953,1.83435832118582,105.10098991865
"66",66,"Proto2",2022-07-14,0.528,4186,0.7,2025-04-13 15:31:00,320,25.3,30,2025-04-13 15:41:00,273,25.3,34.7,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,10,4.7,296.5,17.313296,40.874560539629,TRUE,TRUE,FALSE,FALSE,32.35,25.3,7.05,15.5166666666667,15.6833333333333,195,3.33955602628175,-5.86169185100122,34.6343081489988,16.0939051358166,16.2605718024833,16.17723846915,FALSE,21.8138402631146,0.380723335095455,71.3171540744994,1.2447191517521,0.895371359565611,1.07475890678576,61.5791493529182,1.57106096247996,90.0151625078629
"67",67,"Proto2",2022-07-14,0.528,4186,0.9,2025-04-13 15:41:00,273,25.3,34.7,2025-04-13 15:51:00,539,24.9,37.1,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,10,2.4,406,8.84083199999999,15.2428137931034,TRUE,TRUE,FALSE,TRUE,35.9,25.1,10.8,15.6833333333333,15.85,195,3.33955602628175,-5.86169185100122,34.6343081489988,16.2605718024833,16.42723846915,16.3439051358166,FALSE,21.8138402631146,0.380723335095455,73.8171540744994,1.28835238305196,0.895371359565611,1.10203433153498,63.1419160754754,1.60487097473548,91.9523335153898
"68",68,"Proto2",2022-07-14,0.528,4186,1.4,2025-04-13 15:51:00,539,24.9,37.1,2025-04-13 16:01:00,849,24.5,54.7,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,10,17.6,694,64.832768,65.3932818443804,TRUE,TRUE,FALSE,TRUE,45.9,24.7,21.2,15.85,16.0166666666667,195,3.33955602628175,-5.86169185100122,34.6343081489988,16.42723846915,16.5939051358166,16.5105718024833,FALSE,21.8138402631146,0.380723335095455,76.3171540744994,1.33198561435182,0.895371359565611,1.12927864116811,64.7029000332015,1.63824877660187,93.8647406917577
"69",69,"Proto2",2022-07-14,0.528,4186,1.4,2025-04-13 16:01:00,849,24.5,54.7,2025-04-13 16:11:00,177,24.3,49,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,10,-5.7,513,-20.996976,-28.6508444444445,TRUE,TRUE,FALSE,TRUE,51.85,24.4,27.45,16.0166666666667,16.1833333333333,195,3.33955602628175,-5.86169185100122,34.6343081489988,16.5939051358166,16.7605718024833,16.67723846915,FALSE,21.8138402631146,0.380723335095455,78.8171540744993,1.37561884565168,0.895371359565611,1.15646201161508,66.2603924327535,1.67126057439113,95.7561773792215
"70",70,"Proto2",2022-07-14,0.528,4186,1.5,2025-04-13 16:11:00,177,24.3,49,2025-04-13 16:21:00,796,24.6,52,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,10,3,486.5,11.05104,15.9007769784173,TRUE,TRUE,FALSE,TRUE,50.5,24.45,26.05,16.1833333333333,16.35,195,3.33955602628175,-5.86169185100122,34.6343081489988,16.7605718024833,16.92723846915,16.8439051358166,FALSE,21.8138402631146,0.380723335095455,81.3171540744994,1.41925207695154,0.895371359565611,1.18355556256617,67.8127385542731,1.70396855843499,97.630206821316
"71",71,"Proto2",2022-07-14,0.528,4186,1.5,2025-04-13 16:21:00,796,24.6,52,2025-04-13 16:31:00,820,25.4,62.5,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,10,10.5,808,38.67864,33.5087227722772,TRUE,TRUE,TRUE,TRUE,57.25,25,32.25,16.35,16.5166666666667,195,3.33955602628175,-5.86169185100122,34.6343081489988,16.92723846915,17.0939051358166,17.0105718024833,FALSE,21.8138402631146,0.380723335095455,83.8171540744994,1.46288530825139,0.895371359565611,1.21053116083714,69.3583264850404,1.73643127212118,99.490183307076
"72",72,"Proto2",2022-07-14,0.528,4186,1.1,2025-04-13 16:31:00,820,25.4,62.5,2025-04-13 16:41:00,880,25.2,57,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,10,-5.5,850,-20.26024,-16.6849035294118,TRUE,TRUE,TRUE,TRUE,59.75,25.3,34.45,16.5166666666667,16.6833333333333,195,3.33955602628175,-5.86169185100122,34.6343081489988,17.0939051358166,17.2605718024833,17.17723846915,FALSE,21.8138402631146,0.380723335095455,86.3171540744993,1.50651853955125,0.895371359565611,1.23736124292596,70.8955769527192,1.76870394628657,101.339271330354
"73",73,"Proto2",2022-07-14,0.528,4186,0,2025-04-13 12:20:00,938,21.1,42.7,2025-04-13 12:30:00,195,21.3,57.6,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,11,14.9,566.5,54.886832,67.8213281553398,TRUE,TRUE,FALSE,TRUE,50.15,21.2,28.95,12.3333333333333,12.5,195,3.33955602628175,-5.86169185100122,34.6343081489988,12.9105718024833,13.07723846915,12.9939051358166,TRUE,21.8138402631146,0.380723335095455,23.5671540744994,0.411324433924811,0.895371359565611,0.605792570640641,34.7093575580895,0.710073115362979,40.6841926560047
"74",74,"Proto2",2022-07-14,0.528,4186,0,2025-04-13 12:30:00,195,21.3,57.6,2025-04-13 12:40:00,869,22.8,65.1,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,11,7.49999999999999,532,27.6276,36.3521052631579,TRUE,TRUE,FALSE,TRUE,61.35,22.05,39.3,12.5,12.6666666666667,195,3.33955602628175,-5.86169185100122,34.6343081489988,13.07723846915,13.2439051358166,13.1605718024833,TRUE,21.8138402631146,0.380723335095455,26.0671540744994,0.454957665224669,0.895371359565611,0.624216312116812,35.7649601875142,0.772614211224333,44.2675334949834
